date,place,title,visitor_name,type,organisation,gender,race,party,nationality,note
2017-02-23,White House,"CEO, President, Chairman",Inge Thulin,Executive,3M,w,w,,,
2017-02-23,White House,"Chairwoman, President. CEO",Marillyn Hewson,Executive,Lockheed Martin,White,White,,,
2017-02-23,White House,Then-President and CEO,Mark Fields,Executive,Ford,White,White,,,
2017-02-23,White House,Chairman and CEO,Alex Gorsky,Executive,Johnson & Johnson,White,White,,,
2017-02-23,White House,Chairman and CEO,Jeff Fettig,Executive,Whirlpool,White,White,,,
2017-02-23,White House,Chairman and CEO,Mark Sutton,Executive,International Paper,White,White,,,
2017-02-23,White House,Chairman and CEO,David Farr,Executive,Emerson Electric,White,White,,,
2017-02-23,White House,"Chairman, President and CEO",Bill Brown,Executive,Harris Corporation,White,White,,,
2017-02-23,White House,President and CEO,Denise Morrison,Executive,Campbell Soup Company,White,White,,,
2017-02-23,White House,Executive Chairman,Doug Oberhelman,Executive,"Caterpillar, Inc",White,White,,,
2017-02-23,White House,CEO,Wendell Weeks,Executive,"Corning, Inc.",White,White,,,
2017-02-23,White House,"Chairman, President and CEO",John Ferriola,Executive,Nucor Corporation,White,White,,,
2017-02-23,White House,CEO,Mario Longhi,Executive,U.S. Steel,White,White,,,
2017-02-23,White House,President and CEO,Don Althoff,Executive,Veresen Inc.,White,White,,,
2017-02-23,White House,"Chairman, President and CEO",Juan Luciano,Executive,Archer Daniels Midland,White,White,,,
2017-02-23,White House,Chairman and CEO,Andrew Liveris,Executive,Dow Chemical,White,White,,,
2017-02-23,White House,Chairman,Greg Hayes,Executive,United Technologies,White,White,,,
2017-02-23,White House,CEO,Keith Leimbach,Executive,LiveOps,White,White,,,
2017-02-23,White House,Chairman and CEO,Lee Styslinger,Executive,Altec,White,White,,,
2017-02-23,White House,Chairman and CEO,Phebe Novakovic,Executive,General Dynamics,White,White,,,
2017-02-23,White House,CEO and President,James Kamsickas,Executive,"Dana, Inc.",White,White,,,
2017-02-23,White House,Secretary of the Treasury,Steven Mnuchin,Cabinet member,,White,White,,,
2017-02-23,White House,Secretary of Transportation,Elaine Chao,Cabinet member,,Asian,Asian,Republican,,
2017-02-23,White House,Secretary of Commerce,Wilbur Ross,Cabinet member,,White,White,,,
2017-02-23,White House,"Senior VP, COO",Michelle DeLaune,,National Center for Missing & Exploited Children,White,White,,,
2017-02-23,White House,Founding Director,Victor Boutros,,Human Trafficking Institute,White,White,,,
2017-02-23,White House,Founder,Autumn VandeHei,,The Advisory Council on Child Trafficking,White,White,,,
2017-02-23,White House,Executive Director,Julie Cordua,,Thorn,White,White,,,
2017-02-23,White House,CEO,Brian Gallagher,,United Way Worldwide,White,White,,,
2017-02-23,White House,Founding Director,John Richmond,,Human Trafficking Institute,White,White,,,
2017-02-23,White House,"Founder, CEO",Gary Haugen,,International Justice Mission,White,White,,,
2017-02-23,White House,Executive Director,Timothy Head,,Faith & Freedom Coalition,White,White,,,
2017-02-23,By phone,Prime Minister of Canada,Justin Trudeau,Foreign leader,,White,White,,Canada,
2017-02-23,White House,Special Correspondent,Steve Holland,Media,Reuters,White,White,,,
2017-02-24,White House,CEO,Kenneth C Frazier,Executive,Merck,Black,Black,,,
2017-02-24,White House,"CEO, President, Chairman",Inge Thulin,Executive,3M,w,w,,,
2017-02-24,White House,"Chairwoman, President. CEO",Marillyn Hewson,Executive,Lockheed Martin,White,White,,,
2017-02-24,White House,Chairman and CEO,Alex Gorsky,Executive,Johnson & Johnson,White,White,,,
2017-02-24,White House,Chairman and CEO,Mark Sutton,Executive,International Paper,White,White,,,
2017-02-24,White House,"Chairman, President and CEO",Juan Luciano,Executive,Archer Daniels Midland,White,White,,,
2017-02-24,White House,Chairman and CEO,Andrew Liveris,Executive,Dow Chemical,White,White,,,
2017-02-24,White House,Chairman,Greg Hayes,Executive,United Technologies,White,White,,,
2017-02-24,White House,President of Peru,Pedro Kuczynski Godard,Foreign leader,,Hispanic,Hispanic,,Peru,
2017-02-24,White House,Ohio Governor,John Kasich,U.S. politician,,White,White,Republican,,
2017-02-24,White House,CEO,Mario Longhi,Executive,U.S. Steel,White,White,,,
2017-02-25,White House,Governor of Florida,Rick Scott,U.S. politician,,White,White,Republican,,
2017-02-25,White House,Wisconsin Governor,Scott Walker,U.S. politician,,White,White,Republican,,
2017-02-25,"Trump International Hotel, Washington, D.C.",British politician,Nigel Farage,,,White,White,,United Kingdom,
2017-02-27,White House,President and CEO,Stephen J Hemsley,Executive,UnitedHealth Group,White,White,,,
2017-02-27,White House,Chairman and CEO,Mark Bertolini,Executive,Aetna,White,White,,,
2017-02-27,White House,President and CEO,David Cordani,Executive,Cigna,White,White,,,
2017-02-27,White House,President and CEO,Bruce Broussard,Executive,Humana,White,White,,,
2017-02-27,White House,"Chairman, President and CEO",Joseph Swedish,Executive,Anthem,White,White,,,
2017-02-27,White House,President and CEO,Scott Serota,Executive,Blue Cross Blue Shield Association,White,White,,,
2017-02-27,White House,Executive Vice President,Matt Eyles,Executive,AHIP,White,White,,,
2017-02-27,White House,CEO,Patrick Geraghty,Executive,Florida Blue,White,White,,,
2017-02-27,White House,CEO,Dan Hilferty,Executive,Independence Blue Cross,White,White,,,
2017-02-27,White House,President and CEO,Brad Wilson,Executive,BCBS North Carolina,White,White,,,
2017-02-27,White House,Chairman and CEO,Bernard Tyson,Executive,Kaiser Permanente,Black,Black,,,
2017-02-27,White House,Secretary of State,Rex Tillerson,Cabinet member,,White,White,,,
2017-02-27,White House,Ambassador to the UN,Nikki Haley,Cabinet member,,Asian,Asian,,,
2017-02-27,White House,Speaker of the House,Paul Ryan,U.S. politician,,White,White,Republican,,
2017-02-27,White House,Senate Majority Leader,Mitch McConnell,U.S. politician,,White,White,Republican,,
2017-02-27,White House,"Senior Director of Strategic Communications, CNN Contributor",Paris Dennard,,Thurgood Marshall's College Fund,Black,Black,,,
2017-02-27,White House,President,Walter Kimbrough,,Dillard University,Black,Black,,,
2017-02-27,White House,President,John Wilson,,Morehouse College,Black,Black,,,
2017-02-27,White House,President and CEO,Michael Lomax,,United Negro College Fund,Black,Black,,,
2017-02-27,White House,President,Roderick Smothers,,Philander Smith College,Black,Black,,,
2017-02-27,White House,President,David Wilson,,Morgan State University,Black,Black,,,
2017-02-27,White House,President,Mickey L Burnim,,Bowie State University,Black,Black,,,
2017-02-27,White House,President,Wayne A Frederick,,Howard Univeristy,Black,Black,,,
2017-02-27,White House,President,George French,,Miles College,Black,Black,,,
2017-02-27,White House,President,Andrew Hugine,,Alabama A&M University,Black,Black,,,
2017-02-27,White House,President,Arthur Dunning,,Albany State University,Black,Black,,,
2017-02-27,White House,President,Lady Cole,,Allen University,Black,Black,,,
2017-02-27,White House,President,David Swinton,,Benedict College,Black,Black,,,
2017-02-27,White House,President,Marsha Krotseng,,Bluefield State College,Black,Black,,,
2017-02-27,White House,President,Cynthia Jackson-Hammond,,Central State University,Black,Black,,,
2017-02-27,White House,President,Cecil Lucy,,Chicago State University,Black,Black,,,
2017-02-27,White House,President,Henry Tisdale,,Claflin University,Black,Black,,,
2017-02-27,White House,President,Ronald A Johnson,,Clark Atlanta University,Black,Black,,,
2017-02-27,White House,President,Harry Williams,,Delaware State University,Black,Black,,,
2017-02-27,White House,President,Nathaniel Glover,,Edward Waters College,Black,Black,,,
2017-02-27,White House,President,Stacey Jones,,Elizabeth City State University,Black,Black,,,
2017-02-27,White House,President,Frank L Sims,,Fisk University,Black,Black,,,
2017-02-27,White House,Interim President,Larry Robinson,,Florida A&M University,Black,Black,,,
2017-02-27,White House,President,Paul Jones,,Fort Valley State University,Black,Black,,,
2017-02-27,White House,President,Rick Gallot,,Grambling State University,Black,Black,,,
2017-02-27,White House,President,William R Harvey,,Hampton University,Black,Black,,,
2017-02-27,White House,President,Dwaun J Warmack,,Harris-Stowe State Univeristy,Black,Black,,,
2017-02-27,White House,President,Colette Burnette,,Huston-Tillotson University,Black,Black,,,
2017-02-27,White House,Interim President,Kemba K Chambers,,J.F. Drake State Technical College,Black,Black,,,
2017-02-27,White House,President,Lester Newman,,Jarvis Christian College,Black,Black,,,
2017-02-27,White House,Interim President,Aaron Thompson,,Kentucky State University,Black,Black,,,
2017-02-27,White House,President,Logan Hampton,,Lane College,Black,Black,,,
2017-02-27,White House,President,Kent Smith,,Langston University,Black,Black,,,
2017-02-27,White House,President,Andrea Miller,,LeMoyne-Owen College,Black,Black,,,
2017-02-27,White House,President,Ken Rome,,Lincoln University-Missouri,Black,Black,,,
2017-02-27,White House,President,Jimmy R Jenkins,,Livingstone College,Black,Black,,,
2017-02-27,White House,President,William Bynum,,Mississippi Valley State University,Black,Black,,,
2017-02-27,White House,President,Eddie Moore,,Norfolk State University,Black,Black,,,
2017-02-27,White House,Chancellor,Harold Martin,,NC A&T State University,Black,Black,,,
2017-02-27,White House,President,Leslie Pollard,,Oakwood University,Black,Black,,,
2017-02-27,White House,President,Samuel Sullivan,,Paine College,Black,Black,,,
2017-02-27,White House,President,David Beckley,,Rust College,Black,Black,,,
2017-02-27,White House,President,Everett B Ward,,Saint Augustine's University,Black,Black,,,
2017-02-27,White House,President,Cheryl Davenport Dozier,,Savannah State University,Black,Black,,,
2017-02-27,White House,President,Tashni-Ann Dubroy,,Shaw University,Black,Black,,,
2017-02-27,White House,President,James Clark,,South Carolina State University,Black,Black,,,
2017-02-27,White House,President-Chancellor,Ray Belton,,Southern University and A&M College,Black,Black,,,
2017-02-27,White House,President,Mary Campbell,,Spelman College,Black,Black,,,
2017-02-27,White House,President,Billy C Hawkins,,Talladega College,Black,Black,,,
2017-02-27,White House,President,Glenda Baskin Glover,,Tennessee State University,Black,Black,,,
2017-02-27,White House,President,Austin Lane,,Texas Southern University,Black,Black,,,
2017-02-27,White House,President,Beverly Hogan,,Tougaloo College,Black,Black,,,
2017-02-27,White House,President,Brian L Johnson,,Tuskegee University,Black,Black,,,
2017-02-27,White House,Chancellor,Laurence B Alexander,,University of Arkansas at Pine Bluff,Black,Black,,,
2017-02-27,White House,President,David Hall,,University of the Virgin Islands,Black,Black,,,
2017-02-27,White House,President,Ronald Mason,,University of the District of Columbia,Black,Black,,,
2017-02-27,White House,President,Makola Abdullah,,Virginia State University,Black,Black,,,
2017-02-27,White House,President,Herman Felton,,Wilberforce University,Black,Black,,,
2017-02-27,White House,President,Haywood Strickland,,Wiley College,Black,Black,,,
2017-02-27,White House,Chancellor,Elwood L Robinson,,Winston-Salem State University,Black,Black,,,
2017-02-27,White House,Interim President,Phyllis W Dawkins,,Bennett College for Women,Black,Black,,,
2017-02-27,White House,President,Edison O Jackson,,Bethune-Cookman University,Black,Black,,,
2017-02-27,White House,Washington Political Editor,Matthew Boyle,Media,Breitbart,White,White,,,
2017-02-27,White House,President,James A Anderson,,Fayetteville State University,Black,Black,,,
2017-02-27,White House,President,C. Reynold Verret,,Xavier University of Louisiana,Black,Black,,,
2017-02-27,White House,Fox News Host,Ainsley Earhardt,Media,FOX News,White,White,,,
2017-02-27,White House,Fox News Host,Brian Kilmeade,Media,FOX News,White,White,,,
2017-02-27,White House,Fox News Host,Steve Doocy,Media,FOX News,White,White,,,
2017-02-27,White House,Governor of Nebraska,Pete Ricketts,U.S. politician,,White,White,Republican,,
2017-02-27,White House,Governor of Alaska,Bill Walker,U.S. politician,,White,White,Independent,,
2017-02-27,White House,Former Governor of Alabama,Robert Bentley,U.S. politician,,White,White,Republican,,
2017-02-27,White House,Governor of New Hampshire,Chris Sununu,U.S. politician,,White,White,Republican,,
2017-02-27,White House,New Jersey Governor,Chris Christie,U.S. politician,,White,White,Republican,,
2017-02-27,White House,Governor of New Mexico,Susana Martinez,U.S. politician,,Hispanic,Hispanic,Republican,,
2017-02-27,White House,Nevada Governor,Brian Sandoval,U.S. politician,,Hispanic,Hispanic,Republican,,
2017-02-27,White House,Governor of American Somoa,Lolo Mogolia,U.S. politician,,Asian,Asian,Democrat,,
2017-02-27,White House,Governor of North Carolina,Roy Cooper,U.S. politician,,White,White,Democrat,,
2017-02-27,White House,Governor of Arkansas,Asa Hutchinson,U.S. politician,,White,White,,,
2017-02-27,White House,Governor of North Dakota,Doug Burgum,U.S. politician,,White,White,Republican,,
2017-02-27,White House,Northern Mariana Islands Governor,Ralph Torres,U.S. politician,,Pacific Islander,Pacific Islander,Republican,,
2017-02-27,White House,Governor of Arizona,Doug Ducey,U.S. politician,,White,White,Republican,,
2017-02-27,White House,Governor of Oklahoma,Mary Fallin,U.S. politician,,White,White,Republican,,
2017-02-27,White House,Governor of Colorado,John Hickenlooper,U.S. politician,,White,White,Democrat,,
2017-02-27,White House,Governor of Oregon,Kate Brown,U.S. politician,,White,White,Democrat,,
2017-02-27,White House,Governor of Pennsylvania,Tom Wolf,U.S. politician,,White,White,Democrat,,
2017-02-27,White House,Governor of Connecticut,Dannel Malloy,U.S. politician,,White,White,Democrat,,
2017-02-27,White House,Governor of Delaware,John Carney,U.S. politician,,White,White,Democrat,,
2017-02-27,White House,Governor of Puerto Rico,Ricardo Roselló,U.S. politician,,Hispanic,Hispanic,Democrat,,
2017-02-27,White House,Governor of Hawaii,David Ige,U.S. politician,,Pacific Islander,Pacific Islander,Democrat,,
2017-02-27,White House,Governor of Rhode Island,Gina Raimondo,U.S. politician,,White,White,Democrat,,
2017-02-27,White House,Guam Governor,Eddie Calvo,U.S. politician,,Pacific Islander,Pacific Islander,Republican,,
2017-02-27,White House,Governor of South Carolina,Henry McMaster,U.S. politician,,White,White,Republican,,
2017-02-27,White House,Governor of Idaho,Butch Otter,U.S. politician,,White,White,Republican,,
2017-02-27,White House,Governor of South Dakota,Dennis Daugaard,U.S. politician,,White,White,Republican,,
2017-02-27,White House,Governor of Indiana,Eric Holcomb,U.S. politician,,White,White,Republican,,
2017-02-27,White House,Iowa Governor/Nominee for Ambassador to China,Terry Branstad,U.S. politician,,White,White,Republican,,
2017-02-27,White House,Governor of Kansas,Sam Brownback,U.S. politician,,White,White,Republican,,
2017-02-27,White House,Governor of Kentucky,Matt Bevin,U.S. politician,,White,White,Republican,,
2017-02-27,White House,Governor of Louisiana,John Bel Edwards,U.S. politician,,White,White,Democrat,,
2017-02-27,White House,Governor of Maryland,Larry Hogan,,,White,White,Republican,,
2017-02-27,White House,Governor of Tennessee,Bill Haslam,U.S. politician,,White,White,Republican,,
2017-02-27,White House,Utah Governor,Gary Herbert,U.S. politician,,White,White,Republican,,
2017-02-27,White House,Governor of Massachusetts,Charlie Baker,U.S. politician,,White,White,Republican,,
2017-02-27,White House,Michigan Governor,Rick Snyder,U.S. politician,,White,White,Republican,,
